locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WA06_00001	CDS	273	rps15			ribosomal protein S15
P003_WA06_00002	CDS	162				hypothetical protein
P003_WA06_00003	tRNA	74				tRNA-Asn(gtt)
P003_WA06_00004	tRNA	75				tRNA-Arg(acg)
P003_WA06_00005	rRNA	3076				23S ribosomal RNA
P003_WA06_00006	CDS	234				hypothetical protein
P003_WA06_00007	CDS	237				hypothetical protein
P003_WA06_00008	CDS	225				hypothetical protein
P003_WA06_00009	CDS	153				hypothetical protein
P003_WA06_00010	rRNA	1487				16S ribosomal RNA
P003_WA06_00011	tRNA	72				tRNA-Val(gac)
P003_WA06_00012	CDS	177				hypothetical protein
P003_WA06_00013	CDS	471	rps7			ribosomal protein S7
P003_WA06_00014	CDS	849	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WA06_00015	CDS	615	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WA06_00016	tRNA	83				tRNA-Leu(caa)
P003_WA06_00017	CDS	414				hypothetical protein
P003_WA06_00018	CDS	777				hypothetical protein
P003_WA06_00019	tRNA	75				tRNA-Met(cat)
P003_WA06_00020	CDS	282	rpl23			ribosomal protein L23
P003_WA06_00021	CDS	339	rpl2_1			ribosomal protein L2
P003_WA06_00022	CDS	498	rpl2_2			ribosomal protein L2
P003_WA06_00023	tRNA	75				tRNA-His(gtg)
P003_WA06_00024	CDS	282	rps19			ribosomal protein S19
P003_WA06_00025	CDS	588	rpoC1			RNA polymerase beta' subunit
P003_WA06_00026	CDS	4422	rpoC2_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WA06_00027	CDS	720	rps2			ribosomal protein S2
P003_WA06_00028	CDS	864	atpI			ATP synthase CF0 subunit IV
P003_WA06_00029	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WA06_00030	CDS	222	atpF_1			ATP synthase subunit b
P003_WA06_00031	CDS	174				hypothetical protein
P003_WA06_00032	CDS	372	atpF_2			ATP synthase CF0 subunit I
P003_WA06_00033	CDS	1599	atpA			ATP synthase CF1 alpha subunit
P003_WA06_00034	tRNA	72				tRNA-Arg(tct)
P003_WA06_00035	CDS	312	rps14			ribosomal protein S14
P003_WA06_00036	CDS	1905	psaB			photosystem I P700 apoprotein A2
P003_WA06_00037	CDS	1152	ndhH_1			NADH-plastoquinone oxidoreductase subunit 7
P003_WA06_00038	CDS	564	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WA06_00039	CDS	426	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WA06_00040	CDS	549	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WA06_00041	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WA06_00042	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WA06_00043	CDS	246	psaC			photosystem I subunit VII
P003_WA06_00044	CDS	1503	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WA06_00045	CDS	960	ccsA			cytochrome c heme attachment protein
P003_WA06_00046	tRNA	80				tRNA-Leu(tag)
P003_WA06_00047	CDS	2220	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WA06_00048	CDS	174	ndhH_2			NADH-plastoquinone oxidoreductase subunit 7
P003_WA06_00049	CDS	444				hypothetical protein
P003_WA06_00050	CDS	720	rps3			ribosomal protein S3
P003_WA06_00051	CDS	216				hypothetical protein
P003_WA06_00052	CDS	192				hypothetical protein
P003_WA06_00053	CDS	363	rpl16			ribosomal protein L16
P003_WA06_00054	CDS	372	rpl14			ribosomal protein L14
P003_WA06_00055	CDS	411	rps8			ribosomal protein S8
P003_WA06_00056	CDS	342	infA			Translation initiation factor IF-1
P003_WA06_00057	CDS	432	rps11			ribosomal protein S11
P003_WA06_00058	CDS	1026	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P003_WA06_00059	CDS	525	petD			cytochrome b6/f complex subunit IV
P003_WA06_00060	CDS	723	petB			cytochrome b6
P003_WA06_00061	CDS	132				hypothetical protein
P003_WA06_00062	CDS	357	psbH			Photosystem II reaction center protein H
P003_WA06_00063	CDS	117	psbT			photosystem II protein T
P003_WA06_00064	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WA06_00065	CDS	651	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WA06_00066	CDS	174				hypothetical protein
P003_WA06_00067	CDS	360	rpl20			ribosomal protein L20
P003_WA06_00068	CDS	513				hypothetical protein
P003_WA06_00069	tRNA	76				tRNA-Pro(tgg)
P003_WA06_00070	tRNA	74				tRNA-Trp(cca)
P003_WA06_00071	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WA06_00072	CDS	153	psbF			Cytochrome b559 subunit beta
P003_WA06_00073	CDS	117	psbL			photosystem II protein L
P003_WA06_00074	CDS	243				hypothetical protein
P003_WA06_00075	CDS	969	petA			cytochrome f
P003_WA06_00076	CDS	693	cemA			envelope membrane protein
P003_WA06_00077	CDS	222				hypothetical protein
P003_WA06_00078	CDS	690	ycf4			photosystem I assembly protein Ycf4
P003_WA06_00079	CDS	327				hypothetical protein
P003_WA06_00080	CDS	1437	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WA06_00081	CDS	1584	atpB			ATP synthase CF1 beta subunit
P003_WA06_00082	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P003_WA06_00083	tRNA	75				tRNA-Met(cat)
P003_WA06_00084	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WA06_00085	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WA06_00086	CDS	516	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WA06_00087	CDS	123				hypothetical protein
P003_WA06_00088	tRNA	73				tRNA-Phe(gaa)
P003_WA06_00089	CDS	174				hypothetical protein
P003_WA06_00090	CDS	165				hypothetical protein
P003_WA06_00091	tRNA	75				tRNA-Thr(tgt)
P003_WA06_00092	CDS	606	rps4			ribosomal protein S4
P003_WA06_00093	tRNA	87				tRNA-Ser(gga)
P003_WA06_00094	CDS	168				hypothetical protein
P003_WA06_00095	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WA06_00096	CDS	138				hypothetical protein
P003_WA06_00097	CDS	117				hypothetical protein
P003_WA06_00098	CDS	2298	psaA			photosystem I P700 apoprotein A1
P003_WA06_00099	CDS	1020	rpoC2_2			RNA polymerase beta'' subunit
P003_WA06_00100	CDS	3231	rpoB			RNA polymerase beta subunit
P003_WA06_00101	tRNA	71				tRNA-Cys(gca)
P003_WA06_00102	CDS	105	psbM			photosystem II protein M
P003_WA06_00103	CDS	135				hypothetical protein
P003_WA06_00104	tRNA	74				tRNA-Asp(gtc)
P003_WA06_00105	tRNA	86				tRNA-Tyr(gta)
P003_WA06_00106	tRNA	75				tRNA-Glu(ttc)
P003_WA06_00107	tRNA	74				tRNA-Thr(ggt)
P003_WA06_00108	CDS	180				hypothetical protein
P003_WA06_00109	tRNA	76				tRNA-Met(cat)
P003_WA06_00110	tRNA	72				tRNA-Gly(gcc)
P003_WA06_00111	CDS	174				hypothetical protein
P003_WA06_00112	CDS	246	psbZ			Photosystem II reaction center protein Z
P003_WA06_00113	CDS	114				hypothetical protein
P003_WA06_00114	tRNA	88				tRNA-Ser(tga)
P003_WA06_00115	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WA06_00116	CDS	1062	psbD			photosystem II protein D2
P003_WA06_00117	tRNA	89				tRNA-Ser(gct)
P003_WA06_00118	CDS	177	psbI			Photosystem II reaction center protein I
P003_WA06_00119	CDS	300	psbK			Photosystem II reaction center protein K
P003_WA06_00120	tRNA	72				tRNA-Gln(ttg)
P003_WA06_00121	CDS	240				hypothetical protein
P003_WA06_00122	CDS	1365	matK			maturase K
P003_WA06_00123	CDS	1062	psbA			photosystem II protein D1
