locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WD10_00001	CDS	279	rps19			ribosomal protein S19
P001_WD10_00002	CDS	429	rpl2_1			ribosomal protein L2
P001_WD10_00003	CDS	339	rpl2_2			ribosomal protein L2
P001_WD10_00004	tRNA	75				tRNA-Met(cat)
P001_WD10_00005	CDS	6789				hypothetical protein
P001_WD10_00006	tRNA	83				tRNA-Leu(caa)
P001_WD10_00007	CDS	204				hypothetical protein
P001_WD10_00008	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WD10_00009	CDS	111				hypothetical protein
P001_WD10_00010	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WD10_00011	CDS	468	rps7			ribosomal protein S7
P001_WD10_00012	CDS	213				hypothetical protein
P001_WD10_00013	CDS	261				hypothetical protein
P001_WD10_00014	tRNA	72				tRNA-Val(gac)
P001_WD10_00015	rRNA	1487				16S ribosomal RNA
P001_WD10_00016	CDS	483				hypothetical protein
P001_WD10_00017	CDS	363				hypothetical protein
P001_WD10_00018	rRNA	3012				23S ribosomal RNA
P001_WD10_00019	tRNA	75				tRNA-Arg(acg)
P001_WD10_00020	CDS	162				hypothetical protein
P001_WD10_00021	tRNA	74				tRNA-Asn(gtt)
P001_WD10_00022	CDS	468	rpl22			ribosomal protein L22
P001_WD10_00023	CDS	663	rps3			ribosomal protein S3
P001_WD10_00024	CDS	219				hypothetical protein
P001_WD10_00025	CDS	450	rpl16			ribosomal protein L16
P001_WD10_00026	CDS	369	rpl14			ribosomal protein L14
P001_WD10_00027	CDS	405	rps8			ribosomal protein S8
P001_WD10_00028	CDS	408	rps11			ribosomal protein S11
P001_WD10_00029	CDS	711	rpoA			RNA polymerase alpha subunit
P001_WD10_00030	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WD10_00031	CDS	489	petB			cytochrome b6
P001_WD10_00032	CDS	243	psbH			photosystem II phosphoprotein
P001_WD10_00033	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WD10_00034	CDS	225	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WD10_00035	CDS	309				hypothetical protein
P001_WD10_00036	CDS	237	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WD10_00037	CDS	207				hypothetical protein
P001_WD10_00038	CDS	378	rpl20			ribosomal protein L20
P001_WD10_00039	CDS	306	rps18			ribosomal protein S18
P001_WD10_00040	CDS	207	rpl33			ribosomal protein L33
P001_WD10_00041	CDS	141	psaJ			photosystem I subunit IX
P001_WD10_00042	tRNA	75				tRNA-Pro(tgg)
P001_WD10_00043	tRNA	74				tRNA-Trp(cca)
P001_WD10_00044	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WD10_00045	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WD10_00046	CDS	123	psbJ			photosystem II protein J
P001_WD10_00047	CDS	963	petA			cytochrome f
P001_WD10_00048	CDS	690	cemA			envelope membrane protein
P001_WD10_00049	CDS	555	ycf4			photosystem I assembly protein Ycf4
P001_WD10_00050	CDS	111	psaI			photosystem I subunit VIII
P001_WD10_00051	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WD10_00052	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WD10_00053	CDS	417	atpE			ATP synthase CF1 epsilon subunit
P001_WD10_00054	tRNA	72				tRNA-Met(cat)
P001_WD10_00055	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WD10_00056	CDS	672	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WD10_00057	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WD10_00058	tRNA	74				tRNA-Phe(gaa)
P001_WD10_00059	tRNA	75				tRNA-Thr(tgt)
P001_WD10_00060	CDS	606	rps4			ribosomal protein S4
