P001_WB01_00255 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus
P001_WB01_00429 	Brassicaceae;Arabis	Brassicaceae;Arabis	Asteraceae;Taraxacum	Brassicaceae;Arabis	Brassicaceae;Draba	Brassicaceae;Draba
P001_WB01_00456 	Brassicaceae;Arabis	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Poa	Poaceae;Poa
P001_WB12_00139 	Asteraceae;Gnaphalium	Asteraceae;Leontopodium	Asteraceae;Gnaphalium	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria
P001_WB12_00150 	Asteraceae;Gnaphalium	Campanulaceae;Campanula	Asteraceae;Gnaphalium	Campanulaceae;Campanula	Campanulaceae;Campanula	Campanulaceae;Campanula
P001_WD04_00074 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Cassiope	Ericaceae;Phyllodoce	Ericaceae;Phyllodoce	Ericaceae;Empetrum
P001_WD04_00136 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Phyllodoce	Ericaceae;Vaccinium	Ericaceae;Vaccinium
P001_WD08_00012 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WD08_00229 	Caryophyllaceae;Cerastium	Boraginaceae;Onosma	Boraginaceae;Myosotis	Asteraceae;Omalotheca	Asteraceae;Gnaphalium	Asteraceae;Cirsium
P001_WD11_00119 	Crassulaceae;Sedum	Crassulaceae;Orostachys	Crassulaceae;Sempervivum	Crassulaceae;Rhodiola	Crassulaceae;Sedum	Saxifragaceae;Chrysosplenium
P001_WD11_00137 	Crassulaceae;Sedum	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Leontodon	Asteraceae;Taraxacum
P001_WD11_00158 	Crassulaceae;Sedum	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00039 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00143 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00144 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Liliaceae;Gagea	Cyperaceae;Eriophorum	Ranunculaceae;Trollius	Cyperaceae;Eriophorum
P001_WE05_00114 	Ericaceae;Kalmia	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Cassiope	Ericaceae;Harrimanella	Ericaceae;Phyllodoce
P001_WE05_00136 	Ericaceae;Kalmia	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Phyllodoce	Ericaceae;Phyllodoce	Ericaceae;Empetrum
P001_WE12_00212 	Cyperaceae;Carex	Geraniaceae;Geranium	Geraniaceae;Geranium	Geraniaceae;Geranium	Saxifragaceae;Chrysosplenium	Onagraceae;Epilobium
P001_WE12_00268 	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE12_00350 	Cyperaceae;Carex	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Scorzonera	Asteraceae;Taraxacum
P001_WF01_00143 	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum	Equisetaceae;Equisetum
P001_WF01_00199 	Equisetaceae;Equisetum	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WF02_00121 	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WF02_00128 	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00036 	Cyperaceae;Carex	Cyperaceae;Carex	Polygonaceae;Oxyria	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00332 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Trollius	Ranunculaceae;Aconitum
P001_WG03_00134 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WG03_00280 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00462 	Selaginellaceae;Selaginella	Ranunculaceae;Thalictrum	Selaginellaceae;Selaginella	Cyperaceae;Carex	Ranunculaceae;Trollius	Ranunculaceae;Aconitum
P002_WB05_00007 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis
P002_WB05_00008 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Onagraceae;Epilobium	Orobanchaceae;Pedicularis
P002_WC01_00164 	Rosaceae;Potentilla	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WC01_00227 	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P002_WD01_00134 	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Orobanchaceae;Pedicularis	Rosaceae;Potentilla	Rosaceae;Potentilla	Rosaceae;Potentilla
P002_WD01_00236 	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Orobanchaceae;Pedicularis	Onagraceae;Epilobium
P002_WE07_00070 	Rosaceae;Spiraea	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia	Caryophyllaceae;Minuartia	Caryophyllaceae;Sagina	Caryophyllaceae;Silene
P002_WE07_00226 	Rosaceae;Spiraea	Rosaceae;Spiraea	Rosaceae;Dryas	Cyperaceae;Carex	Rosaceae;Dryas	Rosaceae;Rubus
P002_WF01_00221 	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Calamagrostis	Poaceae;Agrostis	Poaceae;Agrostis	Poaceae;Deschampsia
P002_WF01_00234 	Poaceae;Calamagrostis	Asteraceae;Centaurea	Poaceae;Calamagrostis	Plantaginaceae;Veronica	Asteraceae;Cirsium	Asteraceae;Saussurea
P002_WF06_00100 	Ericaceae;Phyllodoce	Ericaceae;Rhododendron	Ericaceae;Phyllodoce	Ericaceae;Phyllodoce	Ericaceae;Phyllodoce	Ericaceae;Empetrum
P002_WF06_00145 	Ericaceae;Phyllodoce	Ericaceae;Rhododendron	Ericaceae;Cassiope	Ericaceae;Harrimanella	Ericaceae;Phyllodoce	Ericaceae;Empetrum
P002_WF09_00130 	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Pyrola	Ericaceae;Andromeda	Ericaceae;Harrimanella	Ericaceae;Arctous
P002_WF09_00131 	Ericaceae;Pyrola	Nyssaceae;Camptotheca	Ericaceae;Pyrola	Ericaceae;Arctous	Asteraceae;Senecio	Asteraceae;Solidago
P002_WG02_00030 	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Hedysarum	Fabaceae;Astragalus	Fabaceae;Astragalus	Fabaceae;Oxytropis
P002_WG02_00124 	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Fabaceae;Hedysarum	Plantaginaceae;Veronica	Plantaginaceae;Veronica	Asteraceae;Cirsium
P003_WB08_00057 	Asteraceae;Antennaria	Cyperaceae;Carex	Cyperaceae;Eriophorum	Asteraceae;Antennaria	Cyperaceae;Eriophorum	Cyperaceae;Eriophorum
P003_WB08_00077 	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Antennaria	Asteraceae;Omalotheca	Asteraceae;Gnaphalium
