locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WF03_00001	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WF03_00002	CDS	222	atpF_1			ATP synthase subunit b
P003_WF03_00003	CDS	264	atpF_2			ATP synthase CF0 subunit I
P003_WF03_00004	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WF03_00005	tRNA	72				tRNA-Arg(tct)
P003_WF03_00006	CDS	660				hypothetical protein
P003_WF03_00007	CDS	159	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
P003_WF03_00008	CDS	216				hypothetical protein
P003_WF03_00009	tRNA	89				tRNA-Ser(gct)
P003_WF03_00010	CDS	111	psbI			Photosystem II reaction center protein I
P003_WF03_00011	CDS	186	psbK			photosystem II protein K
P003_WF03_00012	CDS	639	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WF03_00013	CDS	558	petD			cytochrome b6/f complex subunit IV
P003_WF03_00014	CDS	573	petB			cytochrome b6
P003_WF03_00015	CDS	201				hypothetical protein
P003_WF03_00016	CDS	222	psbH			photosystem II phosphoprotein
P003_WF03_00017	CDS	132	psbN			photosystem II protein N
P003_WF03_00018	CDS	1530	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WF03_00019	CDS	717				hypothetical protein
P003_WF03_00020	tRNA	75				tRNA-Thr(tgt)
P003_WF03_00021	CDS	174				hypothetical protein
P003_WF03_00022	CDS	177				hypothetical protein
P003_WF03_00023	CDS	207				hypothetical protein
P003_WF03_00024	CDS	147				hypothetical protein
P003_WF03_00025	CDS	444				hypothetical protein
P003_WF03_00026	CDS	1101	psbA			photosystem II protein D1
P003_WF03_00027	CDS	1560	matK			maturase K
P003_WF03_00028	CDS	231				hypothetical protein
P003_WF03_00029	CDS	210				hypothetical protein
P003_WF03_00030	CDS	756	rpoA_2			RNA polymerase alpha subunit
P003_WF03_00031	CDS	519	rps7			ribosomal protein S7
P003_WF03_00032	CDS	264				hypothetical protein
P003_WF03_00033	CDS	162				hypothetical protein
P003_WF03_00034	CDS	2208	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WF03_00035	CDS	453	rps11			ribosomal protein S11
P003_WF03_00036	CDS	195	rpl32			ribosomal protein L32
P003_WF03_00037	tRNA	81				tRNA-Leu(tag)
P003_WF03_00038	CDS	951	ccsA			cytochrome c heme attachment protein
P003_WF03_00039	CDS	1509	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WF03_00040	CDS	246	psaC			photosystem I subunit VII
P003_WF03_00041	CDS	303	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WF03_00042	CDS	264	rps15			ribosomal protein S15
P003_WF03_00043	CDS	1203	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WF03_00044	CDS	594	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WF03_00045	CDS	165				hypothetical protein
P003_WF03_00046	CDS	408	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WF03_00047	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WF03_00048	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WF03_00049	CDS	243				hypothetical protein
P003_WF03_00050	tRNA	83				tRNA-Leu(caa)
P003_WF03_00051	CDS	150				hypothetical protein
P003_WF03_00052	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WF03_00053	CDS	876	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WF03_00054	CDS	795				hypothetical protein
P003_WF03_00055	CDS	522				hypothetical protein
P003_WF03_00056	tRNA	75				tRNA-Met(cat)
P003_WF03_00057	CDS	309				hypothetical protein
P003_WF03_00058	CDS	252				hypothetical protein
P003_WF03_00059	CDS	177				hypothetical protein
P003_WF03_00060	CDS	258				hypothetical protein
P003_WF03_00061	CDS	765	rps2			ribosomal protein S2
P003_WF03_00062	CDS	4938	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WF03_00063	CDS	1446	rpoC1_1			RNA polymerase beta' subunit
P003_WF03_00064	CDS	432	rpoC1_2			RNA polymerase beta' subunit
P003_WF03_00065	CDS	3042	rpoB			RNA polymerase beta subunit
P003_WF03_00066	tRNA	78				tRNA-Met(cat)
P003_WF03_00067	tRNA	72				tRNA-Gly(gcc)
P003_WF03_00068	CDS	189	psbZ			photosystem II protein Z
P003_WF03_00069	tRNA	88				tRNA-Ser(tga)
P003_WF03_00070	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WF03_00071	CDS	1062	psbD			photosystem II protein D2
P003_WF03_00072	CDS	216				hypothetical protein
P003_WF03_00073	tRNA	72				tRNA-Glu(ttc)
P003_WF03_00074	tRNA	84				tRNA-Tyr(gta)
P003_WF03_00075	tRNA	76				tRNA-Asp(gtc)
P003_WF03_00076	CDS	105	psbM			photosystem II protein M
P003_WF03_00077	CDS	90	petN			cytochrome b6/f complex subunit VII
P003_WF03_00078	tRNA	71				tRNA-Cys(gca)
P003_WF03_00079	CDS	192				hypothetical protein
P003_WF03_00080	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WF03_00081	CDS	336				hypothetical protein
P003_WF03_00082	tRNA	75				tRNA-Thr(agt)
P003_WF03_00083	CDS	162				hypothetical protein
P003_WF03_00084	CDS	174				hypothetical protein
P003_WF03_00085	tRNA	73				tRNA-Phe(gaa)
P003_WF03_00086	CDS	492	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WF03_00087	CDS	729	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WF03_00088	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WF03_00089	tRNA	75				tRNA-Met(cat)
P003_WF03_00090	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WF03_00091	CDS	1542	atpB			ATP synthase CF1 beta subunit
P003_WF03_00092	CDS	1440	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WF03_00093	tRNA	72				tRNA-Val(gac)
P003_WF03_00094	rRNA	1375				16S ribosomal RNA
P003_WF03_00095	CDS	240				hypothetical protein
P003_WF03_00096	CDS	114				hypothetical protein
P003_WF03_00097	CDS	222				hypothetical protein
P003_WF03_00098	rRNA	3080				23S ribosomal RNA
P003_WF03_00099	CDS	171				hypothetical protein
P003_WF03_00100	CDS	156				hypothetical protein
P003_WF03_00101	tRNA	75				tRNA-Arg(acg)
P003_WF03_00102	tRNA	74				tRNA-Asn(gtt)
P003_WF03_00103	CDS	744				hypothetical protein
P003_WF03_00104	CDS	408	rpl22			ribosomal protein L22
P003_WF03_00105	CDS	870	rps3			ribosomal protein S3
P003_WF03_00106	CDS	468	rpl16			ribosomal protein L16
P003_WF03_00107	CDS	369	rpl14			ribosomal protein L14
P003_WF03_00108	CDS	396	rps8			ribosomal protein S8
P003_WF03_00109	CDS	156				hypothetical protein
P003_WF03_00110	CDS	402	infA			Translation initiation factor IF-1
P003_WF03_00111	CDS	288				hypothetical protein
P003_WF03_00112	tRNA	87				tRNA-Ser(gga)
P003_WF03_00113	CDS	135	ycf3_1			hypothetical chloroplast RF34
P003_WF03_00114	CDS	249	ycf3_2			hypothetical chloroplast RF34
P003_WF03_00115	CDS	183				hypothetical protein
P003_WF03_00116	CDS	489				hypothetical protein
P003_WF03_00117	tRNA	74				tRNA-Gln(ttg)
P003_WF03_00118	CDS	609	rps4			ribosomal protein S4
P003_WF03_00119	CDS	558	ycf4			photosystem I assembly protein Ycf4
P003_WF03_00120	CDS	690	cemA			envelope membrane protein
P003_WF03_00121	CDS	969	petA			cytochrome f
P003_WF03_00122	CDS	123	psbJ			photosystem II protein J
P003_WF03_00123	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WF03_00124	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WF03_00125	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WF03_00126	tRNA	74				tRNA-Trp(cca)
P003_WF03_00127	tRNA	76				tRNA-Pro(tgg)
P003_WF03_00128	CDS	129	psaJ			photosystem I subunit IX
P003_WF03_00129	CDS	627				hypothetical protein
P003_WF03_00130	CDS	384	rpl20			ribosomal protein L20
P003_WF03_00131	CDS	117	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
