P001_WA07_00037 	Asteraceae;Omalotheca	Rubiaceae;Galium	Rubiaceae;Cruciata	Rubiaceae;Galium	Rubiaceae;Galium	Apiaceae;Bupleurum
P001_WA07_00078 	Asteraceae;Omalotheca	Asteraceae;Pseudognaphalium	Asteraceae;Gnaphalium	Asteraceae;Antennaria	Poaceae;Festuca	Asteraceae;Antennaria
P001_WB01_00144 	Brassicaceae;Arabis	Poaceae;Avenella	Salicaceae;Salix	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Alopecurus
P001_WB01_00230 	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia
P001_WB01_00362 	Brassicaceae;Arabis	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus	Caryophyllaceae;Dianthus	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus
P001_WB01_00484 	Brassicaceae;Arabis	Brassicaceae;Arabis	Asteraceae;Taraxacum	Brassicaceae;Arabis	Brassicaceae;Cardamine	Brassicaceae;Draba
P001_WB02_00014 	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix	Salicaceae;Salix
P001_WB02_00187 	Salicaceae;Salix	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Salicaceae;Salix	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia
P001_WB02_00262 	Salicaceae;Salix	Poaceae;Avenella	Poaceae;Deschampsia	Poaceae;Avenella	Poaceae;Poa	Poaceae;Poa
P001_WC10_00016 	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Ligusticum	Apiaceae;Seseli	Apiaceae;Chaerophyllum
P001_WC10_00104 	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Carum	Apiaceae;Chaerophyllum
P001_WD04_00041 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P001_WD04_00122 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Pieris
P001_WD04_00123 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Harrimanella	Ericaceae;Rhododendron	Ericaceae;Harrimanella
P001_WD04_00124 	Ericaceae;Cassiope	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron	Ericaceae;Rhododendron
P001_WD08_00041 	Caryophyllaceae;Cerastium	Boraginaceae;Borago	Boraginaceae;Myosotis	Plantaginaceae;Pennellianthus	Asteraceae;Artemisia	Asteraceae;Antennaria
P001_WD08_00166 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
P001_WD11_00290 	Crassulaceae;Sedum	Crassulaceae;Rosularia	Crassulaceae;Sempervivum	Crassulaceae;Sedum	Crassulaceae;Rhodiola	Saxifragaceae;Saxifraga
P001_WD11_00363 	Crassulaceae;Sedum	Cyperaceae;Carex	Crassulaceae;Sedum	Cyperaceae;Kobresia	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00106 	Tofieldiaceae;Tofieldia	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE04_00275 	Tofieldiaceae;Tofieldia	Tofieldiaceae;Tofieldia	Liliaceae;Fritillaria	Liliaceae;Gagea	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WE12_00091 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Crassulaceae;Sedum	Cyperaceae;Carex	Cyperaceae;Carex
P001_WE12_00299 	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum	Cyperaceae;Carex	Asteraceae;Taraxacum	Asteraceae;Taraxacum
P001_WE12_00359 	Cyperaceae;Carex	Poaceae;Zingeria	Poaceae;Catabrosella	Poaceae;Dupontia	Poaceae;Arctagrostis	Poaceae;Alopecurus
P001_WF06_00122 	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Brassicaceae;Arabis	Orobanchaceae;Euphrasia	Orobanchaceae;Euphrasia	Orobanchaceae;Bartsia
P001_WF06_00238 	Orobanchaceae;Euphrasia	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca	Poaceae;Festuca
P001_WG02_00227 	Cyperaceae;Carex	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00235 	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG02_00243 	Cyperaceae;Carex	Ranunculaceae;Thalictrum	Cyperaceae;Carex	Selaginellaceae;Selaginella	Ranunculaceae;Aconitum	Cyperaceae;Carex
P001_WG03_00010 	Selaginellaceae;Selaginella	Cyperaceae;Carex	Selaginellaceae;Selaginella	Cyperaceae;Carex	Cyperaceae;Carex	Cyperaceae;Carex
P001_WG03_00263 	Selaginellaceae;Selaginella	Celastraceae;Parnassia	Celastraceae;Parnassia	Rosaceae;Spiraea	Cyperaceae;Carex	Rosaceae;Dryas
P001_WG03_00366 	Selaginellaceae;Selaginella	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium	Cyperaceae;Carex	Caryophyllaceae;Cerastium
