locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WA11_00001	CDS	279				hypothetical protein
P003_WA11_00002	tRNA	75				tRNA-His(gtg)
P003_WA11_00003	CDS	1062	psbA			photosystem II protein D1
P003_WA11_00004	CDS	1539	matK			maturase K
P003_WA11_00005	CDS	168	rps16			ribosomal protein S16
P003_WA11_00006	CDS	165				hypothetical protein
P003_WA11_00007	tRNA	72				tRNA-Gln(ttg)
P003_WA11_00008	CDS	180	psbK			photosystem II protein K
P003_WA11_00009	CDS	111	psbI			Photosystem II reaction center protein I
P003_WA11_00010	tRNA	90				tRNA-Ser(gct)
P003_WA11_00011	CDS	105				hypothetical protein
P003_WA11_00012	CDS	147				hypothetical protein
P003_WA11_00013	tRNA	72				tRNA-Arg(tct)
P003_WA11_00014	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P003_WA11_00015	CDS	375	atpF_1			ATP synthase CF0 subunit I
P003_WA11_00016	CDS	228				hypothetical protein
P003_WA11_00017	CDS	171	atpF_2			ATP synthase CF0 subunit I
P003_WA11_00018	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WA11_00019	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WA11_00020	CDS	711	rps2			ribosomal protein S2
P003_WA11_00021	CDS	4149	rpoC2			RNA polymerase beta'' subunit
P003_WA11_00022	CDS	1701	rpoC1_1			RNA polymerase beta' subunit
P003_WA11_00023	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P003_WA11_00024	CDS	3225	rpoB			RNA polymerase beta subunit
P003_WA11_00025	CDS	192				hypothetical protein
P003_WA11_00026	tRNA	71				tRNA-Cys(gca)
P003_WA11_00027	CDS	147				hypothetical protein
P003_WA11_00028	tRNA	77				tRNA-Asp(gtc)
P003_WA11_00029	tRNA	87				tRNA-Tyr(gta)
P003_WA11_00030	tRNA	75				tRNA-Glu(ttc)
P003_WA11_00031	tRNA	74				tRNA-Thr(ggt)
P003_WA11_00032	CDS	1062	psbD			photosystem II protein D2
P003_WA11_00033	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WA11_00034	tRNA	93				tRNA-Ser(tga)
P003_WA11_00035	CDS	279	psbZ			Photosystem II reaction center protein Z
P003_WA11_00036	tRNA	71				tRNA-Gly(gcc)
P003_WA11_00037	tRNA	75				tRNA-Met(cat)
P003_WA11_00038	CDS	303	rps14			ribosomal protein S14
P003_WA11_00039	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WA11_00040	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WA11_00041	CDS	318				hypothetical protein
P003_WA11_00042	CDS	249	ycf3_1			hypothetical chloroplast RF34
P003_WA11_00043	CDS	135	ycf3_2			hypothetical chloroplast RF34
P003_WA11_00044	tRNA	88				tRNA-Ser(gga)
P003_WA11_00045	CDS	606	rps4			ribosomal protein S4
P003_WA11_00046	tRNA	75				tRNA-Thr(tgt)
P003_WA11_00047	tRNA	74				tRNA-Phe(gaa)
P003_WA11_00048	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WA11_00049	CDS	687	ndhK			NADH-plastoquinone oxidoreductase subunit K
