locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WA02_00001	CDS	216	rps19			ribosomal protein S19
P003_WA02_00002	tRNA	75				tRNA-His(gtg)
P003_WA02_00003	CDS	498	rpl2_1			ribosomal protein L2
P003_WA02_00004	CDS	315	rpl2_2			ribosomal protein L2
P003_WA02_00005	CDS	282	rpl23_1			ribosomal protein L23
P003_WA02_00006	tRNA	75				tRNA-Met(cat)
P003_WA02_00007	CDS	480				hypothetical protein
P003_WA02_00008	CDS	249				hypothetical protein
P003_WA02_00009	CDS	387				hypothetical protein
P003_WA02_00010	CDS	300				hypothetical protein
P003_WA02_00011	tRNA	83				tRNA-Leu(caa)
P003_WA02_00012	CDS	615	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P003_WA02_00013	CDS	849	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P003_WA02_00014	CDS	471	rps7			ribosomal protein S7
P003_WA02_00015	CDS	159				hypothetical protein
P003_WA02_00016	CDS	216				hypothetical protein
P003_WA02_00017	CDS	387				hypothetical protein
P003_WA02_00018	tRNA	72				tRNA-Val(gac)
P003_WA02_00019	rRNA	1487				16S ribosomal RNA
P003_WA02_00020	CDS	225				hypothetical protein
P003_WA02_00021	CDS	279				hypothetical protein
P003_WA02_00022	rRNA	3076				23S ribosomal RNA
P003_WA02_00023	tRNA	75				tRNA-Arg(acg)
P003_WA02_00024	tRNA	74				tRNA-Asn(gtt)
P003_WA02_00025	CDS	177				hypothetical protein
P003_WA02_00026	CDS	273	rps15			ribosomal protein S15
P003_WA02_00027	tRNA	74				tRNA-Phe(gaa)
P003_WA02_00028	CDS	153				hypothetical protein
P003_WA02_00029	rRNA	1286				23S ribosomal RNA (partial)
P003_WA02_00030	rRNA	1628				23S ribosomal RNA (partial)
P003_WA02_00031	CDS	183				hypothetical protein
P003_WA02_00032	CDS	204				hypothetical protein
P003_WA02_00033	CDS	90				hypothetical protein
P003_WA02_00034	CDS	1062	psbA			photosystem II protein D1
P003_WA02_00035	CDS	1536	matK			maturase K
P003_WA02_00036	CDS	240				hypothetical protein
P003_WA02_00037	tRNA	72				tRNA-Gln(ttg)
P003_WA02_00038	CDS	357	psbK			Photosystem II reaction center protein K
P003_WA02_00039	CDS	177	psbI			Photosystem II reaction center protein I
P003_WA02_00040	tRNA	89				tRNA-Ser(gct)
P003_WA02_00041	CDS	291				hypothetical protein
P003_WA02_00042	CDS	1062	psbD			photosystem II protein D2
P003_WA02_00043	CDS	1422	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WA02_00044	tRNA	88				tRNA-Ser(tga)
P003_WA02_00045	CDS	213	psbZ			photosystem II protein Z
P003_WA02_00046	CDS	156				hypothetical protein
P003_WA02_00047	tRNA	72				tRNA-Gly(gcc)
P003_WA02_00048	tRNA	76				tRNA-Met(cat)
P003_WA02_00049	CDS	135				hypothetical protein
P003_WA02_00050	tRNA	74				tRNA-Thr(ggt)
P003_WA02_00051	tRNA	75				tRNA-Glu(ttc)
P003_WA02_00052	tRNA	86				tRNA-Tyr(gta)
P003_WA02_00053	tRNA	74				tRNA-Asp(gtc)
P003_WA02_00054	CDS	207				hypothetical protein
P003_WA02_00055	tRNA	71				tRNA-Cys(gca)
P003_WA02_00056	CDS	3207	rpoB			RNA polymerase beta subunit
P003_WA02_00057	CDS	2031	rpoC1			RNA polymerase beta' subunit
P003_WA02_00058	CDS	4401	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
P003_WA02_00059	CDS	711	rps2			ribosomal protein S2
P003_WA02_00060	CDS	861	atpI			ATP synthase CF0 subunit IV
P003_WA02_00061	CDS	168				hypothetical protein
P003_WA02_00062	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WA02_00063	CDS	372	atpF			ATP synthase CF0 subunit I
P003_WA02_00064	CDS	1599	atpA			ATP synthase CF1 alpha subunit
P003_WA02_00065	tRNA	72				tRNA-Arg(tct)
P003_WA02_00066	CDS	312	rps14			ribosomal protein S14
P003_WA02_00067	CDS	2205	psaB			photosystem I P700 apoprotein A2
P003_WA02_00068	CDS	2298	psaA			photosystem I P700 apoprotein A1
P003_WA02_00069	CDS	147				hypothetical protein
P003_WA02_00070	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WA02_00071	CDS	168				hypothetical protein
P003_WA02_00072	tRNA	87				tRNA-Ser(gga)
P003_WA02_00073	CDS	606	rps4			ribosomal protein S4
P003_WA02_00074	tRNA	75				tRNA-Thr(tgt)
P003_WA02_00075	tRNA	73				tRNA-Phe(gaa)
P003_WA02_00076	CDS	555	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WA02_00077	CDS	762	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WA02_00078	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WA02_00079	CDS	189				hypothetical protein
P003_WA02_00080	tRNA	75				tRNA-Met(cat)
P003_WA02_00081	CDS	414	atpE			ATP synthase CF1 epsilon subunit
P003_WA02_00082	CDS	1497	atpB			ATP synthase CF1 beta subunit
P003_WA02_00083	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WA02_00084	CDS	234	rpl23_2			ribosomal protein L23
P003_WA02_00085	CDS	219				hypothetical protein
P003_WA02_00086	CDS	111	psaI			photosystem I subunit VIII
P003_WA02_00087	CDS	558	ycf4			photosystem I assembly protein Ycf4
P003_WA02_00088	CDS	693	cemA			envelope membrane protein
P003_WA02_00089	CDS	924	petA			cytochrome f
P003_WA02_00090	CDS	429				hypothetical protein
P003_WA02_00091	CDS	144	psbJ			photosystem II protein J
P003_WA02_00092	CDS	153	psbF			Cytochrome b559 subunit beta
P003_WA02_00093	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P003_WA02_00094	CDS	114	petG			cytochrome b6/f complex subunit V
P003_WA02_00095	tRNA	74				tRNA-Trp(cca)
P003_WA02_00096	tRNA	76				tRNA-Pro(tgg)
P003_WA02_00097	CDS	159	psaJ			photosystem I subunit IX
P003_WA02_00098	CDS	513				hypothetical protein
P003_WA02_00099	CDS	360	rpl20			ribosomal protein L20
P003_WA02_00100	CDS	195				hypothetical protein
P003_WA02_00101	CDS	150				hypothetical protein
P003_WA02_00102	CDS	651	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WA02_00103	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WA02_00104	CDS	117	psbT			photosystem II protein T
P003_WA02_00105	CDS	351	psbH			Photosystem II reaction center protein H
P003_WA02_00106	CDS	186				hypothetical protein
P003_WA02_00107	CDS	735	petB			cytochrome b6
