locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WH12_00001	CDS	603				hypothetical protein
P001_WH12_00002	CDS	402	rpl2			ribosomal protein L2
P001_WH12_00003	CDS	282	rpl23			ribosomal protein L23
P001_WH12_00004	tRNA	75				tRNA-Met(cat)
P001_WH12_00005	CDS	6840				hypothetical protein
P001_WH12_00006	tRNA	83				tRNA-Leu(caa)
P001_WH12_00007	CDS	249				hypothetical protein
P001_WH12_00008	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WH12_00009	CDS	189				hypothetical protein
P001_WH12_00010	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WH12_00011	CDS	468	rps7			ribosomal protein S7
P001_WH12_00012	CDS	375				hypothetical protein
P001_WH12_00013	tRNA	72				tRNA-Val(gac)
P001_WH12_00014	rRNA	1488				16S ribosomal RNA
P001_WH12_00015	CDS	216				hypothetical protein
P001_WH12_00016	CDS	114				hypothetical protein
P001_WH12_00017	rRNA	3012				23S ribosomal RNA
P001_WH12_00018	tRNA	75				tRNA-Arg(acg)
P001_WH12_00019	CDS	114				hypothetical protein
P001_WH12_00020	tRNA	74				tRNA-Asn(gtt)
P001_WH12_00021	CDS	114	rps19_1			ribosomal protein S19
P001_WH12_00022	tRNA	75				tRNA-His(gtg)
P001_WH12_00023	CDS	1062	psbA_1			photosystem II protein D1
P001_WH12_00024	CDS	1521	matK_1			maturase K
P001_WH12_00025	tRNA	72				tRNA-Gln(ttg)
P001_WH12_00026	CDS	189	psbK_1			photosystem II protein K
P001_WH12_00027	CDS	111	psbI_1			Photosystem II reaction center protein I
P001_WH12_00028	tRNA	88				tRNA-Ser(gct)
P001_WH12_00029	tRNA	72				tRNA-Cys(gca)
P001_WH12_00030	CDS	90	petN_1			cytochrome b6/f complex subunit VII
P001_WH12_00031	tRNA	77				tRNA-Asp(gtc)
P001_WH12_00032	tRNA	87				tRNA-Tyr(gta)
P001_WH12_00033	tRNA	74				tRNA-Glu(ttc)
P001_WH12_00034	CDS	3183	rpoB_1			RNA polymerase beta subunit
P001_WH12_00035	CDS	438	rpoC1_1			RNA polymerase beta' subunit
P001_WH12_00036	CDS	183				hypothetical protein
P001_WH12_00037	CDS	132				hypothetical protein
P001_WH12_00038	CDS	1497	rpoC1_2			RNA polymerase beta' subunit
P001_WH12_00039	CDS	4134	rpoC2_1			RNA polymerase beta'' subunit
P001_WH12_00040	CDS	834	rps2_1			ribosomal protein S2
P001_WH12_00041	CDS	744	atpI_1			ATP synthase CF0 subunit IV
P001_WH12_00042	CDS	207				hypothetical protein
P001_WH12_00043	CDS	246	atpH_1			ATP synthase CF0 subunit III
P001_WH12_00044	CDS	171	atpF_1			ATP synthase CF0 subunit I
P001_WH12_00045	CDS	375	atpF_2			ATP synthase CF0 subunit I
P001_WH12_00046	CDS	1527	atpA_1			ATP synthase CF1 alpha subunit
P001_WH12_00047	tRNA	72				tRNA-Arg(tct)
P001_WH12_00048	CDS	180				hypothetical protein
P001_WH12_00049	CDS	312				hypothetical protein
P001_WH12_00050	CDS	147				hypothetical protein
P001_WH12_00051	CDS	1062	psbD_1			photosystem II protein D2
P001_WH12_00052	CDS	1386	psbC_1			photosystem II CP43 chlorophyll apoprotein
P001_WH12_00053	tRNA	83				tRNA-Ser(tga)
P001_WH12_00054	CDS	210				hypothetical protein
P001_WH12_00055	CDS	213				hypothetical protein
P001_WH12_00056	tRNA	72				tRNA-Gly(gcc)
P001_WH12_00057	tRNA	74				tRNA-Met(cat)
P001_WH12_00058	CDS	180				hypothetical protein
P001_WH12_00059	CDS	2205	psaB_1			photosystem I P700 apoprotein A2
