locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WH10_00001	CDS	381	ycf3_1			hypothetical chloroplast RF34
P001_WH10_00002	CDS	135	ycf3_2			hypothetical chloroplast RF34
P001_WH10_00003	tRNA	87				tRNA-Ser(gga)
P001_WH10_00004	CDS	750	rps4			ribosomal protein S4
P001_WH10_00005	tRNA	75				tRNA-Thr(tgt)
P001_WH10_00006	CDS	177				hypothetical protein
P001_WH10_00007	CDS	396	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WH10_00008	CDS	618	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WH10_00009	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WH10_00010	tRNA	74				tRNA-Phe(gaa)
P001_WH10_00011	tRNA	73				tRNA-Met(cat)
P001_WH10_00012	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WH10_00013	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WH10_00014	CDS	156				hypothetical protein
P001_WH10_00015	CDS	159				hypothetical protein
P001_WH10_00016	CDS	1437	rbcL_1			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WH10_00017	CDS	1062	psbA			photosystem II protein D1
P001_WH10_00018	tRNA	75				tRNA-His(gtg)
P001_WH10_00019	rRNA	1125				23S ribosomal RNA (partial)
P001_WH10_00020	CDS	171				hypothetical protein
P001_WH10_00021	tRNA	72				tRNA-Asn(gtt)
P001_WH10_00022	tRNA	74				tRNA-Arg(acg)
P001_WH10_00023	rRNA	2278				23S ribosomal RNA (partial)
P001_WH10_00024	CDS	168				hypothetical protein
P001_WH10_00025	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WH10_00026	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WH10_00027	CDS	117	psbL			photosystem II protein L
P001_WH10_00028	CDS	123	psbJ			photosystem II protein J
P001_WH10_00029	CDS	1527	psbB_1			photosystem II CP47 chlorophyll apoprotein
P001_WH10_00030	CDS	222	psbH_1			photosystem II phosphoprotein
P001_WH10_00031	CDS	489	petB			cytochrome b6
P001_WH10_00032	CDS	135				hypothetical protein
P001_WH10_00033	CDS	183				hypothetical protein
P001_WH10_00034	CDS	459	petD			cytochrome b6/f complex subunit IV
P001_WH10_00035	CDS	1035	rpoA			RNA polymerase alpha subunit
P001_WH10_00036	CDS	498				hypothetical protein
P001_WH10_00037	CDS	408	rps8			ribosomal protein S8
P001_WH10_00038	CDS	462	rpl14			ribosomal protein L14
P001_WH10_00039	CDS	384	rpl16			ribosomal protein L16
P001_WH10_00040	CDS	738	rps3			ribosomal protein S3
P001_WH10_00041	CDS	393	rpl22			ribosomal protein L22
P001_WH10_00042	CDS	213				hypothetical protein
P001_WH10_00043	CDS	411	rpl2_1			ribosomal protein L2
P001_WH10_00044	tRNA	75				tRNA-Met(cat)
P001_WH10_00045	CDS	285				hypothetical protein
P001_WH10_00046	CDS	339				hypothetical protein
P001_WH10_00047	tRNA	83				tRNA-Leu(caa)
P001_WH10_00048	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WH10_00049	CDS	867	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WH10_00050	CDS	231	rps7_1			ribosomal protein S7
P001_WH10_00051	CDS	228	rps12			ribosomal protein S12
P001_WH10_00052	CDS	279	rps15_1			ribosomal protein S15
P001_WH10_00053	CDS	111				hypothetical protein
