locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WA11_00001	CDS	399	rplT			50S ribosomal protein L20
P001_WA11_00002	CDS	195	rpl33			ribosomal protein L33
P001_WA11_00003	CDS	189				hypothetical protein
P001_WA11_00004	tRNA	74				tRNA-Pro(tgg)
P001_WA11_00005	tRNA	74				tRNA-Trp(cca)
P001_WA11_00006	CDS	222	petL			Cytochrome b6-f complex subunit 6
P001_WA11_00007	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P001_WA11_00008	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WA11_00009	CDS	192				hypothetical protein
P001_WA11_00010	CDS	330	rps15			ribosomal protein S15
P001_WA11_00011	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WA11_00012	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WA11_00013	CDS	471	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WA11_00014	CDS	564	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WA11_00015	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WA11_00016	CDS	903				hypothetical protein
P001_WA11_00017	CDS	285				hypothetical protein
P001_WA11_00018	CDS	468	rps7			ribosomal protein S7
P001_WA11_00019	CDS	795	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WA11_00020	CDS	144				hypothetical protein
P001_WA11_00021	CDS	783	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WA11_00022	CDS	231				hypothetical protein
P001_WA11_00023	CDS	7410				hypothetical protein
P001_WA11_00024	CDS	222	psbH			photosystem II phosphoprotein
P001_WA11_00025	CDS	357				hypothetical protein
P001_WA11_00026	CDS	1332	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WA11_00027	tRNA	75				tRNA-Thr(tgt)
P001_WA11_00028	CDS	174				hypothetical protein
P001_WA11_00029	tRNA	74				tRNA-Phe(gaa)
P001_WA11_00030	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P001_WA11_00031	CDS	684	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WA11_00032	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WA11_00033	CDS	336				hypothetical protein
P001_WA11_00034	tRNA	73				tRNA-Met(cat)
P001_WA11_00035	tRNA	75				tRNA-Met(cat)
P001_WA11_00036	CDS	2253	psaA			photosystem I P700 apoprotein A1
P001_WA11_00037	CDS	2205	psaB			photosystem I P700 apoprotein A2
P001_WA11_00038	CDS	213				hypothetical protein
P001_WA11_00039	tRNA	76				tRNA-Met(cat)
P001_WA11_00040	tRNA	71				tRNA-Gly(gcc)
P001_WA11_00041	CDS	288	psbZ			Photosystem II reaction center protein Z
P001_WA11_00042	tRNA	93				tRNA-Ser(tga)
P001_WA11_00043	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P001_WA11_00044	CDS	1062	psbD			photosystem II protein D2
P001_WA11_00045	tRNA	73				tRNA-Glu(ttc)
P001_WA11_00046	tRNA	87				tRNA-Tyr(gta)
P001_WA11_00047	tRNA	77				tRNA-Asp(gtc)
P001_WA11_00048	CDS	159				hypothetical protein
P001_WA11_00049	CDS	351				hypothetical protein
P001_WA11_00050	CDS	270				hypothetical protein
P001_WA11_00051	tRNA	74				tRNA-Asn(gtt)
P001_WA11_00052	tRNA	74				tRNA-Arg(acg)
P001_WA11_00053	rRNA	1313				23S ribosomal RNA (partial)
P001_WA11_00054	tRNA	83				tRNA-Leu(caa)
P001_WA11_00055	CDS	180				hypothetical protein
P001_WA11_00056	CDS	213				hypothetical protein
P001_WA11_00057	rRNA	1480				16S ribosomal RNA
P001_WA11_00058	CDS	276				hypothetical protein
P001_WA11_00059	CDS	93				hypothetical protein
P001_WA11_00060	CDS	114				hypothetical protein
P001_WA11_00061	CDS	186				hypothetical protein
P001_WA11_00062	rRNA	1499				23S ribosomal RNA (partial)
P001_WA11_00063	rRNA	1128				23S ribosomal RNA (partial)
P001_WA11_00064	tRNA	74				tRNA-His(gtg)
P001_WA11_00065	CDS	1062	psbA			photosystem II protein D1
P001_WA11_00066	CDS	1650	matK			maturase K
P001_WA11_00067	CDS	111				hypothetical protein
P001_WA11_00068	CDS	339				hypothetical protein
P001_WA11_00069	tRNA	72				tRNA-Gln(ttg)
P001_WA11_00070	tRNA	72				tRNA-Gln(ttg)
P001_WA11_00071	CDS	195	psbK			photosystem II protein K
P001_WA11_00072	tRNA	88				tRNA-Ser(gct)
P001_WA11_00073	tRNA	72				tRNA-Arg(tct)
P001_WA11_00074	CDS	1503	atpA			ATP synthase CF1 alpha subunit
P001_WA11_00075	CDS	375	atpF_1			ATP synthase CF0 subunit I
P001_WA11_00076	CDS	189				hypothetical protein
P001_WA11_00077	CDS	171	atpF_2			ATP synthase CF0 subunit I
P001_WA11_00078	CDS	321	atpH			ATP synthase subunit c
P001_WA11_00079	CDS	462	rpl2_1			ribosomal protein L2
P001_WA11_00080	CDS	498	rpl2_2			ribosomal protein L2
P001_WA11_00081	CDS	282	rps19			ribosomal protein S19
P001_WA11_00082	CDS	540	rpl22			ribosomal protein L22
P001_WA11_00083	CDS	699	rps3			ribosomal protein S3
P001_WA11_00084	CDS	381	rpl16			ribosomal protein L16
P001_WA11_00085	CDS	369	rpl14			ribosomal protein L14
P001_WA11_00086	CDS	393	rps8			ribosomal protein S8
P001_WA11_00087	CDS	402	rps11			ribosomal protein S11
P001_WA11_00088	CDS	1023	rpoA			RNA polymerase alpha subunit
P001_WA11_00089	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WA11_00090	CDS	489	petB			cytochrome b6
P001_WA11_00091	CDS	3237	rpoB			RNA polymerase beta subunit
P001_WA11_00092	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P001_WA11_00093	CDS	165				hypothetical protein
P001_WA11_00094	CDS	1689	rpoC1_2			RNA polymerase beta' subunit
P001_WA11_00095	CDS	4176	rpoC2			RNA polymerase beta'' subunit
P001_WA11_00096	CDS	747	rps2			ribosomal protein S2
P001_WA11_00097	CDS	744	atpI			ATP synthase CF0 subunit IV
P001_WA11_00098	CDS	282	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WA11_00099	CDS	246	psaC			photosystem I subunit VII
P001_WA11_00100	CDS	1164	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WA11_00101	CDS	951	ccsA			cytochrome c heme attachment protein
P001_WA11_00102	tRNA	80				tRNA-Leu(tag)
P001_WA11_00103	CDS	2223	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WA11_00104	rRNA	441				16S ribosomal RNA (partial)
P001_WA11_00105	CDS	114	psbJ			photosystem II protein J
P001_WA11_00106	CDS	90	petN			cytochrome b6/f complex subunit VII
P001_WA11_00107	tRNA	71				tRNA-Cys(gca)
P001_WA11_00108	CDS	399				hypothetical protein
P001_WA11_00109	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WA11_00110	CDS	1497	atpB			ATP synthase CF1 beta subunit
P001_WA11_00111	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WA11_00112	CDS	651	ycf4			photosystem I assembly protein Ycf4
P001_WA11_00113	CDS	693	cemA			envelope membrane protein
P001_WA11_00114	CDS	1008	petA			cytochrome f
P001_WA11_00115	CDS	609	rps4			ribosomal protein S4
P001_WA11_00116	tRNA	87				tRNA-Ser(gga)
P001_WA11_00117	CDS	135	ycf3_1			hypothetical chloroplast RF34
P001_WA11_00118	CDS	249	ycf3_2			hypothetical chloroplast RF34
P001_WA11_00119	CDS	312				hypothetical protein
P001_WA11_00120	CDS	225	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P001_WA11_00121	CDS	381	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
