locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WA04_00001	CDS	3726				hypothetical protein
P002_WA04_00002	CDS	273	rps15			ribosomal protein S15
P002_WA04_00003	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WA04_00004	CDS	567	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WA04_00005	CDS	375	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WA04_00006	CDS	591	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WA04_00007	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WA04_00008	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WA04_00009	CDS	246	psaC			photosystem I subunit VII
P002_WA04_00010	CDS	1440	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WA04_00011	CDS	975	ccsA			cytochrome c heme attachment protein
P002_WA04_00012	tRNA	80				tRNA-Leu(tag)
P002_WA04_00013	CDS	162				hypothetical protein
P002_WA04_00014	CDS	2253	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WA04_00015	rRNA	1111				16S ribosomal RNA (partial)
P002_WA04_00016	rRNA	445				16S ribosomal RNA (partial)
P002_WA04_00017	CDS	348				hypothetical protein
P002_WA04_00018	CDS	270	atpH_1			ATP synthase subunit c
P002_WA04_00019	CDS	426	rps3			ribosomal protein S3
P002_WA04_00020	CDS	360	rpl16			ribosomal protein L16
P002_WA04_00021	CDS	369	rpl14			ribosomal protein L14
P002_WA04_00022	CDS	405	rps8			ribosomal protein S8
P002_WA04_00023	CDS	132				hypothetical protein
P002_WA04_00024	CDS	234	infA			translational initiation factor 1
P002_WA04_00025	CDS	390				hypothetical protein
P002_WA04_00026	CDS	417	rps11			ribosomal protein S11
P002_WA04_00027	CDS	1068	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P002_WA04_00028	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WA04_00029	CDS	189				hypothetical protein
P002_WA04_00030	CDS	489	petB			cytochrome b6
P002_WA04_00031	CDS	240	psbH			photosystem II phosphoprotein
P002_WA04_00032	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WA04_00033	CDS	378	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WA04_00034	CDS	261	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P002_WA04_00035	CDS	387	rpl20			ribosomal protein L20
P002_WA04_00036	CDS	306	rps18			ribosomal protein S18
P002_WA04_00037	CDS	129	psaJ			photosystem I subunit IX
P002_WA04_00038	tRNA	76				tRNA-Pro(tgg)
P002_WA04_00039	tRNA	74				tRNA-Trp(cca)
P002_WA04_00040	CDS	114	petG			cytochrome b6/f complex subunit V
P002_WA04_00041	CDS	438	psbE			Cytochrome b559 subunit alpha
P002_WA04_00042	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P002_WA04_00043	CDS	123	psbJ			photosystem II protein J
P002_WA04_00044	CDS	969	petA			cytochrome f
P002_WA04_00045	CDS	765	cemA			envelope membrane protein
P002_WA04_00046	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WA04_00047	CDS	1464	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WA04_00048	CDS	1449	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WA04_00049	CDS	1467	atpB			ATP synthase CF1 beta subunit
P002_WA04_00050	CDS	423	atpE			ATP synthase CF1 epsilon subunit
P002_WA04_00051	tRNA	73				tRNA-Met(cat)
P002_WA04_00052	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WA04_00053	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WA04_00054	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WA04_00055	tRNA	74				tRNA-Phe(gaa)
P002_WA04_00056	CDS	252				hypothetical protein
P002_WA04_00057	CDS	153				hypothetical protein
P002_WA04_00058	tRNA	75				tRNA-Thr(tgt)
P002_WA04_00059	CDS	606	rps4			ribosomal protein S4
P002_WA04_00060	tRNA	88				tRNA-Ser(gga)
P002_WA04_00061	CDS	249	ycf3			hypothetical chloroplast RF34
P002_WA04_00062	CDS	2253	psaA			photosystem I P700 apoprotein A1
P002_WA04_00063	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WA04_00064	CDS	303	rps14			ribosomal protein S14
P002_WA04_00065	tRNA	74				tRNA-Met(cat)
P002_WA04_00066	tRNA	71				tRNA-Gly(gcc)
P002_WA04_00067	CDS	189	psbZ			photosystem II protein Z
P002_WA04_00068	tRNA	93				tRNA-Ser(tga)
P002_WA04_00069	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WA04_00070	CDS	1062	psbD			photosystem II protein D2
P002_WA04_00071	tRNA	74				tRNA-Thr(ggt)
P002_WA04_00072	CDS	219				hypothetical protein
P002_WA04_00073	tRNA	77				tRNA-Asp(gtc)
P002_WA04_00074	tRNA	87				tRNA-Tyr(gta)
P002_WA04_00075	tRNA	75				tRNA-Glu(ttc)
P002_WA04_00076	CDS	90	petN			cytochrome b6/f complex subunit VII
P002_WA04_00077	CDS	192				hypothetical protein
P002_WA04_00078	tRNA	71				tRNA-Cys(gca)
P002_WA04_00079	CDS	231				hypothetical protein
P002_WA04_00080	CDS	3213	rpoB			RNA polymerase beta subunit
P002_WA04_00081	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P002_WA04_00082	CDS	1689	rpoC1_2			RNA polymerase beta' subunit
P002_WA04_00083	CDS	4170	rpoC2			RNA polymerase beta'' subunit
P002_WA04_00084	CDS	711	rps2			ribosomal protein S2
P002_WA04_00085	CDS	120				hypothetical protein
P002_WA04_00086	CDS	744	atpI			ATP synthase CF0 subunit IV
P002_WA04_00087	CDS	246	atpH_2			ATP synthase CF0 subunit III
P002_WA04_00088	CDS	171	atpF_1			ATP synthase CF0 subunit I
P002_WA04_00089	CDS	480	atpF_2			ATP synthase CF0 subunit I
P002_WA04_00090	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WA04_00091	tRNA	72				tRNA-Arg(tct)
P002_WA04_00092	tRNA	88				tRNA-Ser(gct)
P002_WA04_00093	CDS	111	psbI			Photosystem II reaction center protein I
P002_WA04_00094	CDS	186	psbK			photosystem II protein K
P002_WA04_00095	tRNA	72				tRNA-Gln(ttg)
P002_WA04_00096	CDS	240				hypothetical protein
P002_WA04_00097	CDS	246				hypothetical protein
P002_WA04_00098	CDS	117				hypothetical protein
P002_WA04_00099	CDS	1521	matK			maturase K
P002_WA04_00100	tRNA	75				tRNA-His(gtg)
P002_WA04_00101	CDS	1062	psbA			photosystem II protein D1
P002_WA04_00102	CDS	189				hypothetical protein
P002_WA04_00103	CDS	495	rpl22			ribosomal protein L22
P002_WA04_00104	CDS	279	rps19			ribosomal protein S19
P002_WA04_00105	CDS	429	rpl2_1			ribosomal protein L2
P002_WA04_00106	CDS	402	rpl2_2			ribosomal protein L2
P002_WA04_00107	CDS	282	rpl23			ribosomal protein L23
P002_WA04_00108	tRNA	75				tRNA-Met(cat)
P002_WA04_00109	CDS	6282				hypothetical protein
P002_WA04_00110	CDS	234				hypothetical protein
P002_WA04_00111	tRNA	83				tRNA-Leu(caa)
P002_WA04_00112	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WA04_00113	CDS	912	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
P002_WA04_00114	CDS	207				hypothetical protein
P002_WA04_00115	CDS	468	rps7			ribosomal protein S7
P002_WA04_00116	tRNA	72				tRNA-Val(gac)
P002_WA04_00117	rRNA	1487				16S ribosomal RNA
P002_WA04_00118	CDS	216				hypothetical protein
P002_WA04_00119	CDS	183				hypothetical protein
P002_WA04_00120	rRNA	3010				23S ribosomal RNA
P002_WA04_00121	tRNA	75				tRNA-Arg(acg)
P002_WA04_00122	tRNA	74				tRNA-Asn(gtt)
P002_WA04_00123	CDS	225				hypothetical protein
