locus_tag	ftype	length_bp	gene	EC_number	COG	product
P002_WH11_00001	CDS	279	rps19			ribosomal protein S19
P002_WH11_00002	CDS	483	rpl22			ribosomal protein L22
P002_WH11_00003	CDS	657	rps3			ribosomal protein S3
P002_WH11_00004	CDS	249	rpl16			ribosomal protein L16
P002_WH11_00005	CDS	369	rpl14			ribosomal protein L14
P002_WH11_00006	CDS	405	rps8			ribosomal protein S8
P002_WH11_00007	CDS	417	rps11			ribosomal protein S11
P002_WH11_00008	CDS	990	rpoA			RNA polymerase alpha subunit
P002_WH11_00009	CDS	525	petD			cytochrome b6/f complex subunit IV
P002_WH11_00010	CDS	489	petB			cytochrome b6
P002_WH11_00011	CDS	273	psbH			photosystem II phosphoprotein
P002_WH11_00012	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P002_WH11_00013	CDS	339	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WH11_00014	CDS	327	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P002_WH11_00015	CDS	354	rpl20			ribosomal protein L20
P002_WH11_00016	CDS	306	rps18			ribosomal protein S18
P002_WH11_00017	CDS	201	rpl33			ribosomal protein L33
P002_WH11_00018	CDS	135	psaJ			photosystem I subunit IX
P002_WH11_00019	tRNA	76				tRNA-Pro(tgg)
P002_WH11_00020	tRNA	74				tRNA-Trp(cca)
P002_WH11_00021	CDS	96	petL			cytochrome b6/f complex subunit VI
P002_WH11_00022	CDS	252	psbE			photosystem II cytochrome b559 alpha subunit
P002_WH11_00023	CDS	1035	petA			cytochrome f
P002_WH11_00024	CDS	720	cemA			envelope membrane protein
P002_WH11_00025	CDS	555	ycf4			photosystem I assembly protein Ycf4
P002_WH11_00026	CDS	210				hypothetical protein
P002_WH11_00027	CDS	1464	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P002_WH11_00028	CDS	1530	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P002_WH11_00029	CDS	1647	atpB			ATP synthase CF1 beta subunit
P002_WH11_00030	CDS	399	atpE			ATP synthase CF1 epsilon subunit
P002_WH11_00031	tRNA	73				tRNA-Met(cat)
P002_WH11_00032	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P002_WH11_00033	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P002_WH11_00034	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P002_WH11_00035	tRNA	73				tRNA-Phe(gaa)
P002_WH11_00036	CDS	165				hypothetical protein
P002_WH11_00037	tRNA	75				tRNA-Thr(tgt)
P002_WH11_00038	CDS	606	rps4			ribosomal protein S4
P002_WH11_00039	tRNA	89				tRNA-Ser(gga)
P002_WH11_00040	CDS	141	ycf3_1			hypothetical chloroplast RF34
P002_WH11_00041	CDS	249	ycf3_2			hypothetical chloroplast RF34
P002_WH11_00042	tRNA	74				tRNA-His(gtg)
P002_WH11_00043	CDS	1062	psbA			photosystem II protein D1
P002_WH11_00044	CDS	237				hypothetical protein
P002_WH11_00045	CDS	1515	matK			maturase K
P002_WH11_00046	CDS	225				hypothetical protein
P002_WH11_00047	tRNA	72				tRNA-Gln(ttg)
P002_WH11_00048	CDS	219	psbK			photosystem II protein K
P002_WH11_00049	tRNA	88				tRNA-Ser(gct)
P002_WH11_00050	CDS	165				hypothetical protein
P002_WH11_00051	tRNA	72				tRNA-Arg(tct)
P002_WH11_00052	CDS	1524	atpA			ATP synthase CF1 alpha subunit
P002_WH11_00053	CDS	471	atpF_1			ATP synthase CF0 subunit I
P002_WH11_00054	CDS	171	atpF_2			ATP synthase CF0 subunit I
P002_WH11_00055	CDS	294	atpH			ATP synthase CF0 subunit III
P002_WH11_00056	CDS	795	atpI			ATP synthase CF0 subunit IV
P002_WH11_00057	CDS	672	rps2			ribosomal protein S2
P002_WH11_00058	CDS	4140	rpoC2			RNA polymerase beta'' subunit
P002_WH11_00059	CDS	1659	rpoC1_1			RNA polymerase beta' subunit
P002_WH11_00060	CDS	258				hypothetical protein
P002_WH11_00061	CDS	459	rpoC1_2			RNA polymerase beta' subunit
P002_WH11_00062	CDS	3219	rpoB			RNA polymerase beta subunit
P002_WH11_00063	tRNA	72				tRNA-Cys(gca)
P002_WH11_00064	CDS	135				hypothetical protein
P002_WH11_00065	tRNA	77				tRNA-Asp(gtc)
P002_WH11_00066	tRNA	86				tRNA-Tyr(gta)
P002_WH11_00067	tRNA	75				tRNA-Glu(ttc)
P002_WH11_00068	tRNA	74				tRNA-Thr(ggt)
P002_WH11_00069	CDS	1062	psbD			photosystem II protein D2
P002_WH11_00070	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P002_WH11_00071	tRNA	93				tRNA-Ser(tga)
P002_WH11_00072	CDS	231	psbZ			photosystem II protein Z
P002_WH11_00073	tRNA	72				tRNA-Gly(gcc)
P002_WH11_00074	tRNA	75				tRNA-Met(cat)
P002_WH11_00075	CDS	303	rps14			ribosomal protein S14
P002_WH11_00076	CDS	2205	psaB			photosystem I P700 apoprotein A2
P002_WH11_00077	CDS	1914	psaA			photosystem I P700 apoprotein A1
P002_WH11_00078	CDS	2241	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P002_WH11_00079	CDS	165				hypothetical protein
P002_WH11_00080	tRNA	82				tRNA-Leu(tag)
P002_WH11_00081	CDS	993	ccsA			cytochrome c heme attachment protein
P002_WH11_00082	CDS	1575	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P002_WH11_00083	CDS	282	psaC			photosystem I subunit VII
P002_WH11_00084	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P002_WH11_00085	CDS	570	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P002_WH11_00086	CDS	495	ndhI			NADH-plastoquinone oxidoreductase subunit I
P002_WH11_00087	CDS	462	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P002_WH11_00088	CDS	180				hypothetical protein
P002_WH11_00089	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P002_WH11_00090	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P002_WH11_00091	CDS	267	rps15			ribosomal protein S15
P002_WH11_00092	CDS	4449				hypothetical protein
P002_WH11_00093	tRNA	74				tRNA-Asn(gtt)
P002_WH11_00094	CDS	249				hypothetical protein
P002_WH11_00095	tRNA	75				tRNA-Arg(acg)
P002_WH11_00096	rRNA	3011				23S ribosomal RNA
P002_WH11_00097	CDS	234				hypothetical protein
P002_WH11_00098	CDS	231				hypothetical protein
P002_WH11_00099	CDS	93				hypothetical protein
P002_WH11_00100	CDS	219				hypothetical protein
P002_WH11_00101	rRNA	1487				16S ribosomal RNA
P002_WH11_00102	tRNA	72				tRNA-Val(gac)
P002_WH11_00103	CDS	375				hypothetical protein
P002_WH11_00104	CDS	468	rps7			ribosomal protein S7
P002_WH11_00105	CDS	792	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P002_WH11_00106	CDS	789	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P002_WH11_00107	tRNA	83				tRNA-Leu(caa)
P002_WH11_00108	CDS	216				hypothetical protein
P002_WH11_00109	CDS	234				hypothetical protein
P002_WH11_00110	CDS	6840				hypothetical protein
P002_WH11_00111	tRNA	75				tRNA-Met(cat)
P002_WH11_00112	CDS	282	rpl23			ribosomal protein L23
P002_WH11_00113	CDS	402	rpl2_1			ribosomal protein L2
P002_WH11_00114	CDS	498	rpl2_2			ribosomal protein L2
P002_WH11_00115	CDS	309				hypothetical protein
