locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WB11_00001	CDS	2247	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P003_WB11_00002	CDS	207				hypothetical protein
P003_WB11_00003	tRNA	80				tRNA-Leu(tag)
P003_WB11_00004	CDS	975	ccsA			cytochrome c heme attachment protein
P003_WB11_00005	CDS	1467	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P003_WB11_00006	CDS	246	psaC			photosystem I subunit VII
P003_WB11_00007	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P003_WB11_00008	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P003_WB11_00009	CDS	543	ndhI			NADH-plastoquinone oxidoreductase subunit I
P003_WB11_00010	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P003_WB11_00011	CDS	129				hypothetical protein
P003_WB11_00012	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P003_WB11_00013	CDS	1182	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P003_WB11_00014	CDS	273	rps15			ribosomal protein S15
P003_WB11_00015	CDS	2529				hypothetical protein
P003_WB11_00016	rRNA	2476				23S ribosomal RNA (partial)
P003_WB11_00017	CDS	105				hypothetical protein
P003_WB11_00018	CDS	216				hypothetical protein
P003_WB11_00019	CDS	372				hypothetical protein
P003_WB11_00020	rRNA	1112				16S ribosomal RNA (partial)
P003_WB11_00021	tRNA	71				tRNA-Cys(gca)
P003_WB11_00022	tRNA	77				tRNA-Asp(gtc)
P003_WB11_00023	tRNA	87				tRNA-Tyr(gta)
P003_WB11_00024	tRNA	75				tRNA-Glu(ttc)
P003_WB11_00025	tRNA	74				tRNA-Thr(ggt)
P003_WB11_00026	CDS	1062	psbD			photosystem II protein D2
P003_WB11_00027	CDS	1386	psbC			photosystem II CP43 chlorophyll apoprotein
P003_WB11_00028	tRNA	93				tRNA-Ser(tga)
P003_WB11_00029	CDS	189	psbZ			photosystem II protein Z
P003_WB11_00030	tRNA	71				tRNA-Gly(gcc)
P003_WB11_00031	tRNA	74				tRNA-Met(cat)
P003_WB11_00032	CDS	180				hypothetical protein
P003_WB11_00033	CDS	1332	psaA			photosystem I P700 apoprotein A1
P003_WB11_00034	CDS	1572	rpoB			RNA polymerase beta subunit
P003_WB11_00035	CDS	459	rpoC1_1			RNA polymerase beta' subunit
P003_WB11_00036	CDS	1551	rpoC1_2			RNA polymerase beta' subunit
P003_WB11_00037	CDS	4161	rpoC2			RNA polymerase beta'' subunit
P003_WB11_00038	CDS	708	rps2			ribosomal protein S2
P003_WB11_00039	CDS	744	atpI			ATP synthase CF0 subunit IV
P003_WB11_00040	CDS	246	atpH			ATP synthase CF0 subunit III
P003_WB11_00041	CDS	171	atpF_1			ATP synthase CF0 subunit I
P003_WB11_00042	CDS	480	atpF_2			ATP synthase CF0 subunit I
P003_WB11_00043	tRNA	75				tRNA-Arg(acg)
P003_WB11_00044	tRNA	74				tRNA-Asn(gtt)
P003_WB11_00045	CDS	705	atpA			ATP synthase CF1 alpha subunit
P003_WB11_00046	tRNA	72				tRNA-Arg(tct)
P003_WB11_00047	CDS	249				hypothetical protein
P003_WB11_00048	tRNA	88				tRNA-Ser(gct)
