locus_tag	ftype	length_bp	gene	EC_number	COG	product
P001_WH07_00001	CDS	498	rpl2_1			ribosomal protein L2
P001_WH07_00002	CDS	402	rpl2_2			ribosomal protein L2
P001_WH07_00003	CDS	282	rpl23			ribosomal protein L23
P001_WH07_00004	tRNA	75				tRNA-Met(cat)
P001_WH07_00005	CDS	6831				hypothetical protein
P001_WH07_00006	tRNA	83				tRNA-Leu(caa)
P001_WH07_00007	CDS	249				hypothetical protein
P001_WH07_00008	CDS	783	ndhB_1			NADH-plastoquinone oxidoreductase subunit 2
P001_WH07_00009	CDS	795	ndhB_2			NADH-plastoquinone oxidoreductase subunit 2
P001_WH07_00010	CDS	468	rps7			ribosomal protein S7
P001_WH07_00011	CDS	171				hypothetical protein
P001_WH07_00012	CDS	204				hypothetical protein
P001_WH07_00013	tRNA	72				tRNA-Val(gac)
P001_WH07_00014	rRNA	1487				16S ribosomal RNA
P001_WH07_00015	CDS	273				hypothetical protein
P001_WH07_00016	CDS	216				hypothetical protein
P001_WH07_00017	CDS	114				hypothetical protein
P001_WH07_00018	CDS	249				hypothetical protein
P001_WH07_00019	CDS	102				hypothetical protein
P001_WH07_00020	rRNA	3012				23S ribosomal RNA
P001_WH07_00021	tRNA	75				tRNA-Arg(acg)
P001_WH07_00022	CDS	102				hypothetical protein
P001_WH07_00023	tRNA	74				tRNA-Asn(gtt)
P001_WH07_00024	CDS	210				hypothetical protein
P001_WH07_00025	CDS	156				hypothetical protein
P001_WH07_00026	CDS	2241	ndhF			NADH-plastoquinone oxidoreductase subunit 5
P001_WH07_00027	tRNA	80				tRNA-Leu(tag)
P001_WH07_00028	CDS	969	ccsA			cytochrome c heme attachment protein
P001_WH07_00029	CDS	1521	ndhD			NADH-plastoquinone oxidoreductase subunit 4
P001_WH07_00030	CDS	246	psaC			photosystem I subunit VII
P001_WH07_00031	CDS	306	ndhE			NADH-plastoquinone oxidoreductase subunit 4L
P001_WH07_00032	CDS	531	ndhG			NADH-plastoquinone oxidoreductase subunit 6
P001_WH07_00033	CDS	501	ndhI			NADH-plastoquinone oxidoreductase subunit I
P001_WH07_00034	CDS	471	ndhA_1			NADH-plastoquinone oxidoreductase subunit 1
P001_WH07_00035	CDS	567	ndhA_2			NADH-plastoquinone oxidoreductase subunit 1
P001_WH07_00036	CDS	1200	ndhH			NADH-plastoquinone oxidoreductase subunit 7
P001_WH07_00037	CDS	279	rps15			ribosomal protein S15
P001_WH07_00038	CDS	2181				hypothetical protein
P001_WH07_00039	CDS	2559				hypothetical protein
P001_WH07_00040	CDS	279	rps19			ribosomal protein S19
P001_WH07_00041	CDS	492	rpl22			ribosomal protein L22
P001_WH07_00042	CDS	657	rps3			ribosomal protein S3
P001_WH07_00043	CDS	360	rpl16			ribosomal protein L16
P001_WH07_00044	CDS	369	rpl14			ribosomal protein L14
P001_WH07_00045	CDS	405	rps8			ribosomal protein S8
P001_WH07_00046	CDS	240	infA			translational initiation factor 1
P001_WH07_00047	CDS	279				hypothetical protein
P001_WH07_00048	CDS	411	rps11			ribosomal protein S11
P001_WH07_00049	CDS	1008	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
P001_WH07_00050	CDS	525	petD			cytochrome b6/f complex subunit IV
P001_WH07_00051	CDS	489	petB			cytochrome b6
P001_WH07_00052	CDS	156				hypothetical protein
P001_WH07_00053	CDS	225	psbH			photosystem II phosphoprotein
P001_WH07_00054	CDS	132	psbN			photosystem II protein N
P001_WH07_00055	CDS	1527	psbB			photosystem II CP47 chlorophyll apoprotein
P001_WH07_00056	CDS	135				hypothetical protein
P001_WH07_00057	CDS	315	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WH07_00058	CDS	339	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P001_WH07_00059	CDS	381	rpl20			ribosomal protein L20
P001_WH07_00060	CDS	306	rps18			ribosomal protein S18
P001_WH07_00061	CDS	261				hypothetical protein
P001_WH07_00062	CDS	135	psaJ			photosystem I subunit IX
P001_WH07_00063	tRNA	76				tRNA-Pro(tgg)
P001_WH07_00064	tRNA	74				tRNA-Trp(cca)
P001_WH07_00065	CDS	180				hypothetical protein
P001_WH07_00066	CDS	420	psbE			Cytochrome b559 subunit alpha
P001_WH07_00067	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P001_WH07_00068	CDS	963	petA			cytochrome f
P001_WH07_00069	CDS	690	cemA			envelope membrane protein
P001_WH07_00070	CDS	177				hypothetical protein
P001_WH07_00071	CDS	651	ycf4			photosystem I assembly protein Ycf4
P001_WH07_00072	CDS	129				hypothetical protein
P001_WH07_00073	CDS	111	psaI			photosystem I subunit VIII
P001_WH07_00074	CDS	1473	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P001_WH07_00075	CDS	180				hypothetical protein
P001_WH07_00076	CDS	1434	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P001_WH07_00077	CDS	1491	atpB			ATP synthase CF1 beta subunit
P001_WH07_00078	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P001_WH07_00079	tRNA	73				tRNA-Met(cat)
P001_WH07_00080	CDS	198				hypothetical protein
P001_WH07_00081	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P001_WH07_00082	CDS	678	ndhK			NADH-plastoquinone oxidoreductase subunit K
P001_WH07_00083	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
