P001_WA02_00035 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WA03_00110 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA04_00052 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WA05_00042 	Poaceae;Festuca; 	Poaceae;Scolochloa	Poaceae;Sesleria; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WA06_00113 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WA07_00041 	Asteraceae;Omalotheca; 	Asteraceae;Gamochaeta	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WA08_00126 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex;
P001_WA10_00058 	Rubiaceae;Cruciata; 	Rubiaceae;Galium	Rubiaceae;Galium; 	Rubiaceae;Galium; 	Plantaginaceae;Pennellianthus; 	Orobanchaceae;Pedicularis;
P001_WA11_00115 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WA12_00073 	Asteraceae;Matricaria; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea; 	Asteraceae;Leucanthemopsis;
P001_WB01_00052 	Brassicaceae;Arabis; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WB01_00120 	Brassicaceae;Arabis; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB01_00210 	Brassicaceae;Arabis; 	Brassicaceae;Arabis	Brassicaceae;Arabis; 	Brassicaceae;Draba; 	Brassicaceae;Draba; 	Brassicaceae;Draba;
P001_WB01_00403 	Brassicaceae;Arabis; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WB02_00059 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WB02_00175 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WB03_00019 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WB04_00070 	Betulaceae;Betula; 	Betulaceae;Betula	Betulaceae;Betula; 	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Cyperaceae;Carex;
P001_WB05_00078 	Poaceae;Anthoxanthum; 	Poaceae;Anthoxanthum	Poaceae;Hierochloe; 	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Calamagrostis;
P001_WB06_00037 	Gentianaceae;Comastoma; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WB07_00045 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis; 	Fabaceae;Astragalus; 	Fabaceae;Astragalus;
P001_WB08_00039 	Poaceae;Bromus; 	Poaceae;Bromus	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis;
P001_WB09_00071 	Asteraceae;Leontodon; 	Asteraceae;Sonchus	Asteraceae;Leontodon; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WB10_00071 	Poaceae;Nardus; 	Poaceae;Nardus	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Hierochloe; 	Poaceae;Calamagrostis;
P001_WB11_00113 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Asteraceae;Taraxacum;
P001_WB12_00005 	Asteraceae;Gnaphalium; 	Asteraceae;Gamochaeta	Asteraceae;Gnaphalium; 	Asteraceae;Antennaria; 	Poaceae;Festuca; 	Asteraceae;Antennaria;
P001_WC02_00111 	Poaceae;Deschampsia; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WC03_00100 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Aster; 	Asteraceae;Solidago;
P001_WC04_00065 	Cupressaceae;Juniperus; 	Cupressaceae;Juniperus	Cupressaceae;Juniperus; 	Juncaceae;Luzula; 	Pinaceae;Pinus; 	Campanulaceae;Campanula;
P001_WC06_00066 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WC07_00076 	Asteraceae;Leontodon; 	Asteraceae;Reichardia	Asteraceae;Leontodon; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WC08_00046 	Apiaceae;Bupleurum; 	Apiaceae;Bupleurum	Apiaceae;Bupleurum; 	Apiaceae;Peucedanum; 	Apiaceae;Tilingia; 	Apiaceae;Ligusticum;
P001_WC09_00044 	Lamiaceae;Betonica; 	Lamiaceae;Phlomis	Plantaginaceae;Pennellianthus; 	Orobanchaceae;Bartsia; 	Orobanchaceae;Pedicularis; 	Orobanchaceae;Pedicularis;
P001_WC10_00059 	Apiaceae;Carum; 	Apiaceae;Carum	Apiaceae;Carum; 	Apiaceae;Peucedanum; 	Apiaceae;Ligusticum; 	Apiaceae;Seseli;
P001_WC11_00104 	Polygonaceae;Rumex; 	Polygonaceae;Rumex	Polygonaceae;Rumex; 	Polygonaceae;Rumex; 	Polygonaceae;Oxyria; 	Polygonaceae;Bistorta;
P001_WC12_00063 	Cyperaceae;Carex; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD01_00112 	Poaceae;Poa; 	Poaceae;Poa	Poaceae;Poa; 	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Arctagrostis;
P001_WD02_00064 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Micranthes	Saxifragaceae;Saxifraga; 	Brassicaceae;Draba; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WD03_00088 	Poaceae;Calamagrostis; 	Poaceae;Agrostis	Poaceae;Calamagrostis; 	Poaceae;Calamagrostis; 	Poaceae;Agrostis; 	Poaceae;Calamagrostis;
P001_WD04_00059 	Ericaceae;Cassiope; 	Ericaceae;Arbutus	Ericaceae;Harrimanella; 	Ericaceae;Harrimanella; 	Ericaceae;Arctous; 	Ericaceae;Rhododendron;
P001_WD05_00103 	Poaceae;Avenella; 	Poaceae;Avenella	Poaceae;Deschampsia; 	Poaceae;Avenella; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WD06_00076 	Campanulaceae;Campanula; 	Campanulaceae;Campanula	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula; 	Campanulaceae;Campanula;
P001_WD07_00029 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Silene;
P001_WD08_00081 	Caryophyllaceae;Cerastium; 	Boraginaceae;Plagiobothrys	Boraginaceae;Myosotis; 	Plantaginaceae;Pennellianthus; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P001_WD08_00207 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Pseudocerastium	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Stellaria; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WD09_00043 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WD10_00060 	Boraginaceae;Myosotis; 	Boraginaceae;Plagiobothrys	Caryophyllaceae;Cerastium; 	Plantaginaceae;Pennellianthus; 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica;
P001_WD11_00296 	Crassulaceae;Sedum; 	Cyperaceae;Carex	Crassulaceae;Sedum; 	Cyperaceae;Kobresia; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WD11_00324 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Rhodiola; 	Crassulaceae;Sedum;
P001_WD11_00327 	Crassulaceae;Sedum; 	Crassulaceae;Rosularia	Crassulaceae;Sedum; 	Crassulaceae;Sempervivum; 	Crassulaceae;Rhodiola; 	Crassulaceae;Sedum;
P001_WD11_00364 	Crassulaceae;Sedum; 	Apiaceae;Glehnia	Apiaceae;Peucedanum; 	Apiaceae;Ligusticum; 	Apiaceae;Seseli; 	Apiaceae;Tilingia;
P001_WD12_00050 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE01_00058 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Colobanthus	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Minuartia; 	Caryophyllaceae;Sagina;
P001_WE02_00126 	Cyperaceae;Kobresia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Crassulaceae;Sedum; 	Cyperaceae;Carex;
P001_WE03_00060 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus	Ranunculaceae;Ranunculus; 	Ranunculaceae;Ranunculus; 	Caryophyllaceae;Dianthus; 	Ranunculaceae;Ranunculus;
P001_WE04_00122 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WE04_00230 	Tofieldiaceae;Tofieldia; 	Tofieldiaceae;Tofieldia	Liliaceae;Fritillaria; 	Liliaceae;Gagea; 	Papaveraceae;Papaver; 	Orchidaceae;Coeloglossum;
P001_WE05_00102 	Ericaceae;Kalmia; 	Ericaceae;Rhododendron	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron; 	Ericaceae;Rhododendron;
P001_WE06_00034 	Poaceae;Phleum; 	Poaceae;Phleum	Poaceae;Arctophila; 	Poaceae;Dupontia; 	Poaceae;Arctagrostis; 	Poaceae;Poa;
P001_WE07_00060 	Juncaceae;Luzula; 	Juncaceae;Luzula	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Juncaceae;Luzula; 	Cyperaceae;Carex;
P001_WE08_00073 	Caprifoliaceae;Scabiosa; 	Caprifoliaceae;Pterocephalus	Caprifoliaceae;Patrinia; 	Asteraceae;Centaurea; 	Poaceae;Calamagrostis; 	Asteraceae;Saussurea;
P001_WE10_00077 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE11_00068 	Poaceae;Festuca; 	Poaceae;Scolochloa	Poaceae;Sesleria; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WE12_00134 	Cyperaceae;Carex; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WE12_00168 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Crassulaceae;Sedum; 	Cyperaceae;Kobresia; 	Cyperaceae;Carex;
P001_WE12_00221 	Cyperaceae;Carex; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Betulaceae;Betula; 	Betulaceae;Betula;
P001_WF01_00083 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum; 	Equisetaceae;Equisetum;
P001_WF02_00145 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Orobanchaceae;Bartsia;
P001_WF03_00057 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium; 	Caryophyllaceae;Cerastium;
P001_WF04_00101 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Viscaria;
P001_WF05_00092 	Asteraceae;Antennaria; 	Asteraceae;Antennaria	Poaceae;Festuca; 	Asteraceae;Antennaria; 	Asteraceae;Antennaria; 	Asteraceae;Gnaphalium;
P001_WF06_00067 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia	Brassicaceae;Arabis; 	Salicaceae;Salix; 	Orobanchaceae;Euphrasia; 	Orobanchaceae;Euphrasia;
P001_WF06_00199 	Orobanchaceae;Euphrasia; 	Poaceae;Scolochloa	Poaceae;Sesleria; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF07_00068 	Poaceae;Festuca; 	Poaceae;Scolochloa	Poaceae;Sesleria; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WF08_00078 	Orchidaceae;Coeloglossum; 	Orchidaceae;Dactylorhiza	Liliaceae;Fritillaria; 	Liliaceae;Gagea; 	Tofieldiaceae;Tofieldia; 	Cyperaceae;Carex;
P001_WF09_00076 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WF10_00100 	Fabaceae;Anthyllis; 	Fabaceae;Lotus	Fabaceae;Astragalus; 	Fabaceae;Astragalus; 	Fabaceae;Oxytropis; 	Fabaceae;Oxytropis;
P001_WF11_00038 	Apiaceae;Seseli; 	Apiaceae;Glehnia	Apiaceae;Peucedanum; 	Apiaceae;Ligusticum; 	Apiaceae;Tilingia; 	Apiaceae;Chaerophyllum;
P001_WF12_00074 	Geraniaceae;Geranium; 	Geraniaceae;Geranium	Geraniaceae;Geranium; 	Geraniaceae;Geranium; 	Betulaceae;Betula; 	Betulaceae;Betula;
P001_WG01_00048 	Ranunculaceae;Thalictrum; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P001_WG02_00088 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG02_00096 	Cyperaceae;Carex; 	Ranunculaceae;Thalictrum	Cyperaceae;Carex; 	Ranunculaceae;Ranunculus; 	Ranunculaceae;Aconitum; 	Cyperaceae;Carex;
P001_WG04_00003 	Cyperaceae;Carex; 	Cyperaceae;Carex	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex; 	Cyperaceae;Carex;
P001_WG05_00097 	Caryophyllaceae;Viscaria; 	Caryophyllaceae;Viscaria	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene; 	Caryophyllaceae;Silene;
P001_WG06_00065 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WG07_00084 	Gentianaceae;Gentianella; 	Gentianaceae;Swertia	Gentianaceae;Gentianella; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana; 	Gentianaceae;Gentiana;
P001_WG08_00069 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea; 	Asteraceae;Leucanthemopsis;
P001_WG10_00080 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum	Asteraceae;Taraxacum; 	Cyperaceae;Carex; 	Asteraceae;Taraxacum; 	Asteraceae;Taraxacum;
P001_WG11_00065 	Liliaceae;Gagea; 	Liliaceae;Gagea	Liliaceae;Fritillaria; 	Tofieldiaceae;Tofieldia; 	Orchidaceae;Coeloglossum; 	Ranunculaceae;Trollius;
P001_WG12_00054 	Poaceae;Catabrosella; 	Poaceae;Puccinellia	Poaceae;Hyalopoa; 	Asteraceae;Cirsium; 	Poaceae;Festuca; 	Poaceae;Festuca;
P001_WH01_00044 	Celastraceae;Parnassia; 	Celastraceae;Parnassia	Betulaceae;Betula; 	Betulaceae;Betula; 	Fabaceae;Astragalus; 	Salicaceae;Salix;
P001_WH02_00029 	Salicaceae;Salix; 	Salicaceae;Salix	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix; 	Salicaceae;Salix;
P001_WH03_00067 	Cyperaceae;Eriophorum; 	Cyperaceae;Carex	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum; 	Cyperaceae;Eriophorum;
P001_WH04_00029 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga; 	Saxifragaceae;Saxifraga;
P001_WH05_00041 	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica	Plantaginaceae;Veronica; 	Plantaginaceae;Veronica; 	Asteraceae;Cirsium; 	Fabaceae;Hedysarum;
P001_WH06_00021 	Poaceae;Trisetum; 	Asteraceae;Tragopogon	Asteraceae;Scorzonera; 	Poaceae;Calamagrostis; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WH06_00093 	Poaceae;Trisetum; 	Poaceae;Koeleria	Poaceae;Hierochloe; 	Poaceae;Festuca; 	Poaceae;Festuca; 	Poaceae;Calamagrostis;
P001_WH07_00090 	Asteraceae;Scorzonera; 	Asteraceae;Tragopogon	Asteraceae;Scorzonera; 	Poaceae;Calamagrostis; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium;
P001_WH08_00041 	Asteraceae;Anthemis; 	Asteraceae;Tanacetum	Asteraceae;Anthemis; 	Asteraceae;Leucanthemum; 	Asteraceae;Achillea; 	Asteraceae;Leucanthemopsis;
P001_WH09_00114 	Primulaceae;Primula; 	Primulaceae;Primula	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula; 	Primulaceae;Primula;
P001_WH10_00004 	Hypericaceae;Hypericum; 	Hypericaceae;Hypericum	Rosaceae;Dryas; 	Rosaceae;Dryas; 	Rosaceae;Spiraea; 	Saxifragaceae;Chrysosplenium;
P001_WH11_00088 	Asteraceae;Erigeron; 	Asteraceae;Erigeron	Asteraceae;Erigeron; 	Asteraceae;Erigeron; 	Asteraceae;Aster; 	Asteraceae;Solidago;
P001_WH12_00065 	Asteraceae;Hieracium; 	Asteraceae;Cichorium	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
P001_WH12_00068 	Asteraceae;Hieracium; 	Asteraceae;Cichorium	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Hieracium; 	Asteraceae;Taraxacum;
