locus_tag	ftype	length_bp	gene	EC_number	COG	product
P003_WA09_00001	CDS	474	rpl22			ribosomal protein L22
P003_WA09_00002	CDS	657	rps3			ribosomal protein S3
P003_WA09_00003	CDS	330	rpl16			ribosomal protein L16
P003_WA09_00004	CDS	366	rpl14			ribosomal protein L14
P003_WA09_00005	CDS	405	rps8			ribosomal protein S8
P003_WA09_00006	CDS	417	rps11			ribosomal protein S11
P003_WA09_00007	CDS	990	rpoA			RNA polymerase alpha subunit
P003_WA09_00008	CDS	501	petD			cytochrome b6/f complex subunit IV
P003_WA09_00009	CDS	489	petB			cytochrome b6
P003_WA09_00010	CDS	222	psbH			photosystem II phosphoprotein
P003_WA09_00011	CDS	1521	psbB			photosystem II CP47 chlorophyll apoprotein
P003_WA09_00012	CDS	366	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
P003_WA09_00013	CDS	222	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
P003_WA09_00014	CDS	387	rpl20			ribosomal protein L20
P003_WA09_00015	CDS	252	rps18			ribosomal protein S18
P003_WA09_00016	CDS	129	psaJ			photosystem I subunit IX
P003_WA09_00017	tRNA	76				tRNA-Pro(tgg)
P003_WA09_00018	tRNA	75				tRNA-Trp(cca)
P003_WA09_00019	CDS	441	psbE			Cytochrome b559 subunit alpha
P003_WA09_00020	CDS	120	psbF			photosystem II cytochrome b559 beta subunit
P003_WA09_00021	CDS	123	psbJ			photosystem II protein J
P003_WA09_00022	CDS	984	petA			cytochrome f
P003_WA09_00023	CDS	699	cemA			envelope membrane protein
P003_WA09_00024	CDS	555	ycf4			photosystem I assembly protein Ycf4
P003_WA09_00025	CDS	96				hypothetical protein
P003_WA09_00026	CDS	1491	accD	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic
P003_WA09_00027	CDS	1428	rbcL			ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
P003_WA09_00028	CDS	1578	atpB			ATP synthase CF1 beta subunit
P003_WA09_00029	CDS	402	atpE			ATP synthase CF1 epsilon subunit
P003_WA09_00030	tRNA	73				tRNA-Met(cat)
P003_WA09_00031	CDS	204				hypothetical protein
P003_WA09_00032	CDS	363	ndhC			NADH-plastoquinone oxidoreductase subunit 3
P003_WA09_00033	CDS	762	ndhK			NADH-plastoquinone oxidoreductase subunit K
P003_WA09_00034	CDS	477	ndhJ			NADH-plastoquinone oxidoreductase subunit J
P003_WA09_00035	tRNA	74				tRNA-Phe(gaa)
P003_WA09_00036	tRNA	75				tRNA-Thr(tgt)
P003_WA09_00037	CDS	606	rps4			ribosomal protein S4
P003_WA09_00038	tRNA	89				tRNA-Ser(gga)
P003_WA09_00039	CDS	120				hypothetical protein
P003_WA09_00040	CDS	249	ycf3			hypothetical chloroplast RF34
P003_WA09_00041	CDS	2253	psaA			photosystem I P700 apoprotein A1
P003_WA09_00042	CDS	2205	psaB			photosystem I P700 apoprotein A2
